smiles,pic50
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2COCC2CC2)c2cc(Cl)ccc2C1=O,7.88
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2COCCF)c2cc(F)ccc2C1=O,6.96
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CS(=O)(=O)N(C)C)c2cc(Cl)ccc2C1=O,7.43
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CS(=O)(=O)N(C)C)c2cc(F)ccc2C1=O,6.83
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CS(=O)(=O)NC)c2cc(Cl)ccc2C1=O,6.66
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CS(=O)(=O)NC)c2cc(F)ccc2C1=O,6.6
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CS(C)(=O)=O)c2cc(F)ccc2C1=O,5.84
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2Cc2ccccc2)c2cc(Cl)ccc2C1=O,7.16
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2Cc2ccccc2)c2cc(F)ccc2C1=O,6.96
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2Cc2nn[nH]n2)c2cc(Cl)ccc2C1=O,6.33
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2Cn2cccn2)c2cc(Cl)ccc2C1=O,6.74
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2Cn2ccnn2)c2cc(F)ccc2C1=O,6.27
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2Cn2ncnn2)c2cc(Cl)ccc2C1=O,6.03
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2N)c2cc(Cl)ccc2C1=O,7.29
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2NC(C)=O)c2cc(Cl)ccc2C1=O,5.88
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2NC(C)C)c2cc(Cl)ccc2C1=O,6.71
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2NC)c2cc(Cl)ccc2C1=O,8.07
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2NCC2CC2)c2cc(Cl)ccc2C1=O,8.65
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2NS(C)(=O)=O)c2cc(Cl)ccc2C1=O,6.26
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@H]2C)c2cc(Cl)ccc2C1=O,5.62
CNC(=O)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@H]2Cc2ccccc2)c2cc(Cl)ccc2C1=O,5.43
CNC(=O)CN1C[C@@]2(C(=O)N(c3cnccc3C3CC3)C[C@@H]2C)c2cc(Cl)ccc2C1=O,6.33
CNC(=O)CN1C[C@@]2(C[C@H](CO)N(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O,6.31
CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)C/C2=C\F)c2cc(Cl)ccc2C1=O,6.75
CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)CC2(C)C)c2cc(Cl)ccc2C1=O,5.18
CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)CC23CC3)c2cc(Cl)ccc2C1=O,6.1
CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(F)ccc2C1=O,5.39
CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2Cc2ccccc2)c2cc(Cl)ccc2C1=O,5.2
CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)C[C@H]2CC2CC2)c2cc(Cl)ccc2C1=O,6.435
CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)C[C@H]2CO)c2cc(Cl)ccc2C1=O,6.425
CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)C[C@H]2COC)c2cc(Cl)ccc2C1=O,5.73
CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)C[C@H]2Cc2ccccc2)c2cc(Cl)ccc2C1=O,5.81
CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)C[C@H]2OCC2CC2)c2cc(Cl)ccc2C1=O,8.28
CNC(=O)CN1C[C@]2(C(=O)N(c3cncc4ccccc34)c3ccccc32)c2cc(F)ccc2C1=O,5.953333333333333
CNC(=O)CN1C[C@]2(CCN(c3cncc4ccc(OC[C@H](O)CN(C)C)cc34)C2=O)c2cc(Cl)ccc2C1=O,7.44
CNC(=O)CN1C[C@]2(C[C@H](COC)N(c3cncc4ccccc34)C2=O)c2cc(Cl)ccc2C1=O,4.27
CNC(=O)C[C@@H]1CCCCN1C(=O)Cc1cncc2ccccc12,4.34
CNC(=O)[C@@H](C)N1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(Cl)ccc2C1=O,7.23
CNC(=O)[C@@H](C)N1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(F)ccc2C1=O,7.62
CNC(=O)[C@@H](C)N1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,6.705
CNC(=O)[C@H](C)N1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,6.9
CNC(=O)c1cc(Br)cc([N+](=O)[O-])c1N[C@@H]1CCCC[C@@H]1NC(=O)c1cncc2ccccc12,8.22
CNC(=O)c1ccc2c(c1)[C@@H](C(=O)Nc1cncc3ccccc13)CN(C)C2=O,4.4
CNCCN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(Cl)ccc2C1=O,7.43
CNCCN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(F)ccc2C1=O,6.9
CNCCN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CNc2ncncn2)c2cc(Cl)ccc2C1=O,7.4
CNCCN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2COCC2(F)CC2)c2cc(Cl)ccc2C1=O,7.7
CNCCN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2COCC2(F)COC2)c2cc(Cl)ccc2C1=O,6.89
CNCCN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2COCC2CC2)c2cc(Cl)ccc2C1=O,7.94
CNCCN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2COCC2COC2)c2cc(Cl)ccc2C1=O,6.92
CNCCN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2COCC2CS(=O)(=O)C2)c2cc(Cl)ccc2C1=O,7.26
CNCCN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2CS(=O)(=O)N(C)C)c2cc(Cl)ccc2C1=O,7.12
CNCCN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,6.96
CNS(=O)(=O)OCC(=O)N1CCN(Cc2cccc(Cl)c2)[C@H](CC(C)C)C1,5.78
CNS(=O)(=O)OCC(=O)N1CCN(Cc2cccc(Cl)c2)[C@H]2CS(=O)(=O)C[C@H]21,6.38
CNS(=O)(=O)OCC(=O)N1CCN(S(=O)(=O)c2ccsc2)[C@H](C(=O)NCc2ccccn2)C1,4.79
CNS(=O)(=O)OCC(=O)N[C@H](C)c1cc(Cl)cc(-c2ccc(S(N)(=O)=O)cc2)c1,5.76
CNS(=O)(=O)[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,4.25
CN[C@@H](C)CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,6.79
CN[C@H](C)CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,6.88
COC(=O)N[C@H](C(=O)N1C[C@H](C(F)(F)F)C[C@H]1C(=O)N[C@H](C#N)C[C@@H]1CCNC1=O)C(C)(C)C,7.223333333333334
COC(=O)[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,4.49
COC(C)(C)C1CCN(C(=O)Cc2cncc3ccccc23)CC1,5.08
COC1(C)CCN(C(=O)Cc2cncc3ccccc23)CC1,4.76
COC1CC2(CCN(C(=O)Cc3cncc4ccccc34)CC2)C1,5.36
COC1CCN(C(=O)Cc2cncc3ccccc23)CC1,4.59
COCC(=O)[C@H]1CCCCN1C(=O)Cc1cncc2ccccc12,4.06
COCC1(C)CCN(C(=O)Cc2cncc3ccccc23)CC1,4.93
COCC1(CC2CC2)CCN(C(=O)Cc2cncc3ccccc23)CC1,4.92
COCC1(F)CCN(C(=O)Cc2cncc3ccccc23)CC1,4.63
COCC1CCN(C(=O)Cc2cncc3ccccc23)CC1,4.89
COCCC1CCN(C(=O)Cc2cncc3ccccc23)CC1,5.0
COC[C@@H]1[C@H]2CCN(C(=O)Cc3cncc4ccccc34)C[C@H]21,4.26
COC[C@H]1CC12CCN(C(=O)Cc1cncc3ccccc13)CC2,4.59
COC[C@H]1CCCCN1C(=O)Cc1cncc2ccccc12,4.265000000000001
COC[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,4.14
COC[C@H]1CC[C@@H](c2ccc(F)cc2)N1C(=O)Cc1cncc2ccccc12,5.01
COC[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(C)C(=O)c1ccc(Cl)cc12,5.48
COC[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1c[nH]cn1)C(=O)c1ccc(Cl)cc12,7.17
COC[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1ccn[nH]1)C(=O)c1ccc(Cl)cc12,7.44
COC[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1cn[nH]c1)C(=O)c1ccc(Cl)cc12,7.26
COC[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1ncc[nH]1)C(=O)c1ccc(Cl)cc12,7.32
COC[C@H]1c2ccsc2CCN1C(=O)Cc1cncc2ccccc12,6.1000000000000005
COCc1cccc([C@H]2CCCCN2C(=O)Cc2cncc3ccccc23)c1,5.06
CO[C@@H](C)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(Cl)ccc2C1=O,7.11
CO[C@@H](C)CN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(F)ccc2C1=O,6.97
CO[C@@H](C)CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,5.755
CO[C@@H]1CN(C(=O)Cc2cncc3ccccc23)CC[C@H]1C,5.07
CO[C@@H]1C[C@@H]2C[C@H]1CN2C(=O)Cc1cncc2ccccc12,4.27
CO[C@H](C)C1CCN(C(=O)Cc2cncc3ccccc23)CC1,5.34
CO[C@H](C)CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,6.59
CO[C@H]1CCN(C(=O)Cc2cncc3ccccc23)C[C@H]1C,4.45
CO[C@H]1CCN(C(=O)Cc2cncc3ccccc23)[C@@H](C)C1,4.55
CO[C@H]1CCN2C(=O)N(c3cncc4ccccc34)C(=O)[C@@H]2C1,4.03
CO[C@H]1CC[C@@H]2C(=O)N(c3cncc4ccccc34)C(=O)N2C1,4.324999999999999
CO[C@H]1[C@H]2C[C@H]3CN(C(=O)Cc4cncc5ccccc45)[C@H]1[C@H]3C2,4.23
CO[C@]1(C(F)(F)F)CCN(C(=O)Cc2cncc3ccccc23)C1,5.15
COc1cc(CNC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)cc(OC)c1,7.16
COc1cc2cncc(CC(=O)N(Cc3cccc(Cl)c3)c3ccc(N(C)C)cn3)c2cc1OC,5.84
COc1ccc(C(=O)Nc2cccc(/C=C3/C(=O)NC(=O)c4ccccc43)c2)cc1,5.04
COc1ccc(C)cc1CC(=O)Nc1cncc2ccccc12,5.25
COc1ccc(CNC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)cc1,7.08
COc1ccc(CNC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)cc1OC,6.94
COc1ccc(CNc2cnc([C@H](NC(=O)CCl)c3ccccc3)s2)c(OC)c1,4.33
COc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cccnc2)cc1,4.99
COc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc(C)c2)cc1,5.78
COc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cncc3ccccc23)cc1,5.92
COc1ccc(N(Cc2cccc(Cl)c2)C(=O)Cc2cnccc2C)cc1,5.44
COc1ccc(N(Cc2ccccc2)C(=O)Cc2cncc3ccccc23)cc1,5.37
COc1ccc([C@H]2CCCCN2C(=O)Cc2cncc3ccccc23)cc1F,4.85
COc1ccc2[nH]cc(CCNC(=O)c3cncc4ccccc34)c2c1,4.24
COc1ccc2cncc(CC(=O)N(Cc3cccc(Cl)c3)c3ccc(N(C)C)cn3)c2c1,6.69
COc1cccc(CNC(=O)CN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3cc(Cl)ccc3C2=O)c1,7.16
COc1cccc(CNC(=O)CN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3ccccc3C2=O)c1,6.31
COc1cccc(CNC(=O)CN2C[C@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3ccccc3C2=O)c1,4.59
COc1cccc(CNC(=O)CN2Cc3ccc(Cl)cc3[C@H](C(=O)Nc3cncc4ccccc34)C2)c1,7.08
COc1cccc(C[C@H]2CCCN2C(=O)Cc2cncc3ccccc23)c1,5.29
COc1cccc([C@H](C)[C@H]2CCN(C(=O)Cc3cncc4ccccc34)C2)c1,4.79
COc1cccc([C@H]2CCN(C(=O)Cc3cncc4ccccc34)C2)c1,4.43
COc1cccc([C@H]2C[C@H](C)CN2C(=O)Cc2cncc3ccccc23)c1,5.02
COc1cccc([C@]2(F)CCN(C(=O)Cc3cncc4ccccc34)C2)c1,4.87
COc1ccccc1CNC(=O)CN1Cc2ccc(Cl)cc2[C@H](C(=O)Nc2cncc3ccccc23)C1,6.96
COc1ccccc1C[C@H]1CCCN1C(=O)Cc1cncc2ccccc12,4.41
COc1ccccc1C[C@H]1CCN(C(=O)Cc2cncc3ccccc23)C1,4.88
COc1ccccc1OC[C@H]1CCCN1C(=O)Cc1cncc2ccccc12,4.14
COc1ccccc1[C@@H]1C[C@H](C)CCN1C(=O)Cc1cncc2ccccc12,6.013333333333333
COc1ccccc1[C@H]1CC(C)(C)CCN1C(=O)Cc1cncc2ccccc12,6.46
COc1ccccc1[C@H]1CCCCN1C(=O)Cc1cncc2ccccc12,4.98
COc1ccccc1[C@H]1C[C@H](C)CCN1C(=O)Cc1cncc2ccccc12,5.68
CS(=O)(=O)CC[C@H]1CCCCN1C(=O)Cc1cncc2ccccc12,4.06
CS(=O)(=O)C[C@@H]1C[C@@H]2CCC[C@@H]2N1C(=O)Cc1cncc2ccccc12,4.22
C[C@@H](O)C1CCN(C(=O)Cc2cncc3ccccc23)CC1,4.32
C[C@@H](O)CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,5.8100000000000005
C[C@@H]1CC(=O)[C@@H](C)CN1C(=O)Cc1cncc2ccccc12,4.14
C[C@@H]1CCN(C(=O)Cc2cncc3ccccc23)[C@H](C)C1,5.68
C[C@@H]1CN(C(=O)Cc2cncc3ccccc23)CC[C@@H]1C,5.23
C[C@@H]1CN(CCN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3cc(Cl)ccc3C2=O)CCO1,7.64
C[C@@H]1CN(CCN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3cc(Cl)ccc3C2=O)C[C@@H](C)O1,7.52
C[C@@H]1CN(CCN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3cc(Cl)ccc3C2=O)C[C@H](C)O1,7.57
C[C@@H]1CN(CCN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3cc(Cl)ccc3C2=O)[C@H](C)CO1,7.85
C[C@@H]1COC[C@@H](C)N1CCN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(Cl)ccc2C1=O,7.85
C[C@@H]1COC[C@H](C)N1CCN1C[C@@]2(C(=O)N(c3cncc4ccccc34)C[C@@H]2C)c2cc(Cl)ccc2C1=O,7.28
C[C@@H]1[C@H]2CN(C(=O)Cc3cncc4ccccc34)CC[C@@H]12,5.58
C[C@@H]1[C@H]2CN(C(=O)Cc3cncc4ccccc34)C[C@@H]12,5.0
C[C@H](C(=O)N1CCc2sccc2C1)c1cncc2ccccc12,4.09
C[C@H](C(=O)Nc1cncc2ccccc12)c1cccc(Cl)c1,5.94
C[C@H](CO)C[C@H]1CN(C(=O)CCl)CCN1Cc1cccc(Cl)c1,6.32
C[C@H](F)[C@H]1CCCN1C(=O)Cc1cncc2ccccc12,4.07
C[C@H](N(Cc1ccccc1)C(=O)Cc1cncc2ccccc12)C(F)(F)F,4.33
C[C@H](NC(=O)COS(N)(=O)=O)c1cc(Cl)cc(-c2ccc(S(N)(=O)=O)cc2)c1,5.75
C[C@H](NC(=O)c1cncc2ccccc12)c1nc2ccccc2n1C,4.06
C[C@H](O)CN1C[C@H](C(=O)Nc2cncc3ccccc23)c2cc(Cl)ccc2C1=O,6.085
C[C@H](O)[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,4.08
C[C@H](OC(C)(C)C)[C@@H](NC(=O)OCc1cccc(OCCCCCCOc2cccc3c2C(=O)N([C@H]2CCC(=O)NC2=O)C3=O)c1)C(=O)N[C@H](CC1CCCCC1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,5.41
C[C@H](c1ccccc1)N(C(=O)Cc1cncc2ccccc12)C1CCN(C)CC1,4.7
C[C@H](c1ccccc1)N(Cc1ccccc1)C(=O)Cc1cncc2ccccc12,5.15
C[C@H](c1ccccc1)[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,4.77
C[C@H]1CC(F)(F)CCN1C(=O)Cc1cncc2ccccc12,5.366666666666667
C[C@H]1CCCCCN1C(=O)Cc1cncc2ccccc12,4.9
C[C@H]1CCCCN(C(=O)Cc2cncc3ccccc23)C1,4.87
C[C@H]1CCCCN1C(=O)Cc1cncc2ccccc12,4.37
C[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)C1,4.63
C[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)CC1,5.68
C[C@H]1CCCN(C(=O)Cc2cncc3ccccc23)[C@H]1C,4.609999999999999
C[C@H]1CCC[C@@H](CNC(=O)C(F)(F)F)N1C(=O)Cc1cncc2ccccc12,4.42
C[C@H]1CCC[C@H](CCN(C)C)N1C(=O)Cc1cncc2ccccc12,4.24
C[C@H]1CCN(C(=O)Cc2cncc3ccccc23)C1,4.44
C[C@H]1CCN(C(=O)Cc2cncc3ccccc23)CC1(F)F,5.4
C[C@H]1CCN(C(=O)Cc2cncc3ccccc23)CCO1,4.35
C[C@H]1CCN(C(=O)Cc2cncc3ccccc23)C[C@@H]1C,5.57
C[C@H]1CCN(C(=O)Cc2cncc3ccccc23)C[C@@H]1O,4.6
C[C@H]1CCN(C(=O)Cc2cncc3ccccc23)C[C@H]1F,5.51
C[C@H]1CCN(C(=O)Cc2cncc3ccccc23)Cc2ccsc21,5.9
C[C@H]1CCN(C(=O)Cc2cncc3ccccc23)[C@@H](C(F)(F)F)C1,5.43
C[C@H]1CCN(C(=O)Cc2cncc3ccccc23)[C@@H](C)C1,5.49
C[C@H]1CCN(C(=O)Cc2cncc3ccccc23)[C@@H](C2CCOCC2)C1,5.206666666666667
C[C@H]1CCN(C(=O)Cc2cncc3ccccc23)[C@H]2C(=O)NC[C@@H]12,5.35
C[C@H]1CCN(C(=O)Cc2cncc3ccccc23)[C@H]2C(=O)NC[C@H]12,5.28
C[C@H]1CCN2C(=O)N(c3cncc4ccccc34)C(=O)[C@@H]2C1,4.109999999999999
C[C@H]1CCN2C(=O)N(c3cncc4ccccc34)C(=O)[C@H]2C1,4.12
C[C@H]1CC[C@@H]2C(=O)N(c3cncc4ccccc34)C(=O)N2C1,4.43
C[C@H]1CC[C@@]2(CN1S(C)(=O)=O)NC(=O)N(c1cncc3ccccc13)C2=O,4.12
C[C@H]1CC[C@H](c2ccccc2)N(C(=O)Cc2cncc3ccccc23)C1,5.02
C[C@H]1CC[C@H]2C(=O)N(c3cncc4ccccc34)C(=O)N2C1,4.37
C[C@H]1CC[C@H]2CCCN(C(=O)Cc3cncc4ccccc34)[C@H]2C1,4.92
C[C@H]1CC[C@]2(CN1S(C)(=O)=O)NC(=O)N(c1cncc3ccccc13)C2=O,4.45
C[C@H]1CC[C@]2(CO1)NC(=O)N(c1cncc3ccccc13)C2=O,4.19
C[C@H]1CN(C(=O)Cc2cncc3ccccc23)CCC12COC2,4.03
C[C@H]1CN(C(=O)Cc2cncc3ccccc23)CCO1,4.09
C[C@H]1CN(C(=O)Cc2cncc3ccccc23)Cc2c[nH]nc21,4.09
C[C@H]1CN(C(=O)Cc2cncc3ccccc23)Cc2ccsc21,5.653333333333333
C[C@H]1CN(CCN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3cc(Cl)ccc3C2=O)CCO1,7.57
C[C@H]1CN(CCN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3cc(Cl)ccc3C2=O)C[C@H](C)O1,7.61
C[C@H]1CN(CCN2C[C@@]3(C(=O)N(c4cncc5ccccc45)C[C@@H]3C)c3cc(Cl)ccc3C2=O)[C@@H](C)CO1,7.87
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(C1CCNCC1)C(=O)c1ccc(Cl)cc12,7.62
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(C1CNC1)C(=O)c1ccc(Cl)cc12,7.27
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC#N)C(=O)c1ccc(F)cc12,6.17
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NC(C)(C)C)C(=O)c1ccc(Cl)cc12,6.19
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NC(C)(C)C)C(=O)c1ccc(F)cc12,6.53
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NC1CCC1)C(=O)c1ccc(Cl)cc12,7.09
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NC1CCC1)C(=O)c1ccc(F)cc12,6.76
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NC1COC1)C(=O)c1ccc(Cl)cc12,6.77
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NC1COC1)C(=O)c1ccc(F)cc12,6.44
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NCC1(F)CC1)C(=O)c1ccc(Cl)cc12,7.03
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NCC1(F)CC1)C(=O)c1ccc(F)cc12,6.89
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NCC1CC1)C(=O)c1ccc(Cl)cc12,7.23
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NCC1CC1)C(=O)c1ccc(F)cc12,7.3
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NCc1ccn(C)n1)C(=O)c1ccc(Cl)cc12,6.91
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NCc1ccn(C)n1)C(=O)c1ccccc12,5.59
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NCc1ccnn1C)C(=O)c1ccc(Cl)cc12,7.42
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CC(=O)NCc1ccnn1C)C(=O)c1ccccc12,5.82
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CCN(C)C)C(=O)c1ccc(Cl)cc12,7.38
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CCN1CC(F)(F)C1)C(=O)c1ccc(Cl)cc12,7.95
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CCN1CCC1)C(=O)c1ccc(Cl)cc12,7.4
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CCN1CCC3(COC3)C1)C(=O)c1ccc(Cl)cc12,7.57
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CCN1CCCC1=O)C(=O)c1ccc(Cl)cc12,7.01
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CCN1CCN(S(C)(=O)=O)CC1)C(=O)c1ccc(Cl)cc12,7.66
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CCN1CCOC(C)(C)C1)C(=O)c1ccc(Cl)cc12,7.43
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CCN1CCOC(F)(F)C1)C(=O)c1ccc(Cl)cc12,7.89
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CCN1CCOCC1)C(=O)c1ccc(Cl)cc12,7.6
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CCN1CCOCC1)C(=O)c1ccc(F)cc12,7.54
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CCN1CCS(=O)(=O)CC1)C(=O)c1ccc(Cl)cc12,7.72
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CCN1C[C@@H]3C[C@H]1CO3)C(=O)c1ccc(Cl)cc12,8.0
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CCN1C[C@H]3CC[C@H](C1)O3)C(=O)c1ccc(Cl)cc12,7.66
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CCN1C[C@H]3COC[C@H]3C1)C(=O)c1ccc(Cl)cc12,7.79
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(CCN1C[C@H]3C[C@@H]1CO3)C(=O)c1ccc(Cl)cc12,7.89
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1c[nH]cn1)C(=O)c1ccc(F)cc12,7.57
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1c[nH]nn1)C(=O)c1ccc(F)cc12,7.31
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1cc(O)ncn1)C(=O)c1ccc(F)cc12,6.47
C[C@H]1CN(c2cncc3ccccc23)C(=O)[C@@]12CN(Cc1ccn(C)n1)C(=O)c1ccc(F)cc12,7.82
